ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes,scanRaw,AutoCones,AutoCubes,TeleopCones,TeleopCubes,AttemptedTripleBalance,SuccessfulTripleBalance,uuid
Blen,qm106,red,2,9126,true,2H,0.0,1.0,None,,,8Lcube|8M|8H|8H|7Lcube|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Blen|qm|106|red|2|9126|true|8H|0|true||||2Lcube|2M|2H|2H|3Lcube|8M|0||Engage|Engage|||false|false|0|0|0|,[],['High'],[],"['Low', 'Mid', 'High', 'High', 'Low', 'Mid']",0.0,0.0,c97955d3-34b8-4b6f-87b2-2219e1c7babb
sarah,qm107,blue,3,1746,true,2Lcube|2H,1.0,1.0,None,None,,1H|3H|4H|6H|7H,1.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,sarah|qm|107|blue|3|1746|true|2Lcube|2H|1|true||None||1H|3H|4H|6H|7H|1||Engage|Dock|||false|false|0|0|0|,[],"['Low', 'High']","['High', 'High', 'High', 'High', 'High']",[],1.0,0.0,013261dd-f933-4743-a1dd-adc24b138db3
Nikhil,qm107,blue,1,6431,true,,0.0,1.0,None,None,,6H|7H,0.0,,Engage,Dock,,,1.0,0.0,0.0,0.0,3.0,,Nikhil|qm|107|blue|1|6431|true||0|true||None||6H|7H|0||Engage|Dock|||true|false|0|0|3|,[],[],"['High', 'High']",[],1.0,0.0,a0cb3f76-117c-4188-90c6-8d4d8c76a587
Shashwat,qm107,blue,2,8717,false,5H,0.0,1.0,None,Dock,,1Lcube|2Lcube|5M,0.0,,Engage,None,,,0.0,0.0,0.0,0.0,2.0,,Shashwat|qm|107|blue|2|8717|false|5H|0|true||Dock||1Lcube|2Lcube|5M|0||Engage|None|||false|false|0|0|2|,[],['High'],[],"['Low', 'Low', 'Mid']",1.0,0.0,489ad4fe-f5aa-4152-9e6a-f6a29f543a54
alexander,qm107,red,3,4069,true,2H,1.0,1.0,None,None,,9M|9H|6H|5M|4H,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,0.0,,alexander|qm|107|red|3|4069|true|8H|1|true||None||1M|1H|4H|5M|6H|0||Engage|Engage||Triple Engage|false|false|0|0|0|,[],['High'],"['Mid', 'High', 'High', 'High']",['Mid'],1.0,1.0,6a9b88bc-58d4-4839-8396-d7582e310ccc
Chris,qm107,red,1,5006,true,,1.0,0.0,Engage,Dock,,5H|4Lcone|3H|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Chris|qm|107|red|1|5006|true||1|false|Engage|Dock||5H|6Lcone|7H|9H|0||Engage|Engage|||false|false|0|0|0|,[],[],"['Low', 'High', 'High']",['High'],1.0,1.0,81f68855-bcdd-4a89-b49f-1ad6c8b3823b
Blen,qm107,red,2,7285,true,8Lcone|8M,0.0,1.0,None,,,8Lcube|8H|7M|7H|6M|4M|3Lcone,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|107|red|2|7285|true|2Lcone|2M|0|true||||2Lcube|2H|3M|3H|4M|6M|7Lcone|1||Engage|Engage|||false|false|0|0|4|,['Low'],['Mid'],"['Mid', 'High', 'Mid', 'Mid', 'Low']","['Low', 'High']",1.0,1.0,e6f260a9-045b-467d-a525-3d4ff3587758
Nikhil,qm108,blue,1,3003,true,,1.0,1.0,Engage,Dock,,6H|7Lcone|7H|8H|9M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nikhil|qm|108|blue|1|3003|true||1|true|Engage|Dock||6H|7Lcone|7H|8H|9M|0||Engage|Engage|||false|false|0|0|4|,[],[],"['High', 'Low', 'High', 'Mid']",['High'],1.0,1.0,136c1682-1f22-4e39-8d7c-f4448e9ddaaf
Rachel,qm108,blue,3,4944,true,9H,0.0,1.0,None,None,,1M|1H|2M|2H|3M|4H,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,3.0,,Rachel|qm|108|blue|3|4944|true|9H|0|true||None||1M|1H|2M|2H|3M|4H|0||Engage|Engage|5||false|false|0|0|3|,['High'],[],"['Mid', 'High', 'Mid', 'High']","['Mid', 'High']",1.0,1.0,c3a884be-2e55-4e64-a99a-f26bf6405d7d
Shashwat,qm108,blue,2,6657,false,2H|8Lcube,0.0,1.0,None,None,,1Lcube|3Lcube|8Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|108|blue|2|6657|false|2H|8Lcube|0|true||None||1Lcube|3Lcube|8Lcube|0||Engage|Engage|||false|false|0|0|0|,[],"['High', 'Low']",[],"['Low', 'Low', 'Low']",1.0,1.0,9d60bfc3-d64d-4b18-89dc-bdaa10db3152
Aanshi,qm108,red,1,955,true,6H,0.0,1.0,Engage,Dock,,5Lcube|5H|3M|2M|1M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Aanshi|qm|108|red|1|955|true|4H|0|true|Engage|Dock||5Lcube|5H|7M|8M|9M|9H|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Mid', 'Mid', 'High']","['Low', 'High', 'Mid']",1.0,1.0,6a7354d5-4a1d-4a92-ba1e-c05b8d76be58
alexander,qm108,red,3,3218,true,9H,1.0,1.0,None,None,,9Lcube|9M|8M|8H|7Lcube|6Lcube|4H,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|108|red|3|3218|true|1H|1|true||None||1Lcube|1M|2M|2H|3Lcube|4Lcube|6H|0||Engage|Engage||Triple Engage|false|false|0|0|4|,['High'],[],"['Mid', 'High']","['Low', 'Mid', 'High', 'Low', 'Low']",1.0,1.0,39e3f267-aa8c-44ee-bbcb-c9a0dc46b3dd
Blen,qm108,red,2,8592,true,3H|2H,0.0,1.0,None,,,8Lcube|7H|6M|5Lcube|5M|4M|2Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Blen|qm|108|red|2|8592|true|7H|8H|0|true||||2Lcube|3H|4M|5Lcube|5M|6M|8Lcube|0||Engage|Engage|||false|false|0|0|3|,['High'],['High'],"['High', 'Mid', 'Mid']","['Low', 'Low', 'Mid', 'Low']",1.0,1.0,101118a4-93f0-4711-a65a-36c35ea03568
sarah,qm109,blue,3,3478,true,8H|9H,0.0,1.0,None,None,,1M|1H|3M|3H|4M|4H,0.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,,sarah|qm|109|blue|3|3478|true|8H|9H|0|true||None||1M|1H|3M|3H|4M|4H|0|||Park|||false|false|0|0|0|,['High'],['High'],"['Mid', 'High', 'Mid', 'High', 'Mid', 'High']",[],0.0,0.0,1808bf82-e8bf-49dc-9126-2cd020e4facc
Nikhil,qm109,blue,1,4663,true,2M,0.0,1.0,None,None,Cube fell ,6M|7H|9M,0.0,Disabled for half the match,Engage,Engage,,,1.0,0.0,0.0,0.0,2.0,,Nikhil|qm|109|blue|1|4663|true|2M|0|true||None|Cube fell |6M|7H|9M|0|Disabled for half the match|Engage|Engage|||true|false|0|0|2|,[],['Mid'],"['Mid', 'High', 'Mid']",[],0.0,0.0,a4120444-0843-49ff-b317-77632b56921f
Shashwat Dixit,qm109,blue,2,9023,false,5M,0.0,1.0,Engage,Engage,,5Lcube|6Lcube|7Lcube|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat Dixit|qm|109|blue|2|9023|false|5M|0|true|Engage|Engage||5Lcube|6Lcube|7Lcube|8M|0||Engage|Engage|||false|false|0|0|0|,[],['Mid'],[],"['Low', 'Low', 'Low', 'Mid']",0.0,0.0,7e52d596-ffbb-480a-9ac1-259fad4384c3
Chris,qm109,red,1,3767,true,5H,0.0,1.0,Engage,Engage,,6M|4H|3M|3H|2H|1H,0.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,,Chris|qm|109|red|1|3767|true|5H|0|true|Engage|Engage||4M|6H|7M|7H|8H|9H|0|||Park|||false|false|0|0|0|,[],['High'],"['Mid', 'High', 'Mid', 'High', 'High']",['High'],0.0,0.0,b6d6bafe-7db5-4de0-97e1-9c803ed593a5
alexander,qm109,red,3,4905,true,8M|8H,0.0,1.0,None,None,,9M|9H|7M|7H|6H,0.0,,Engage,Engage,,Double Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|109|red|3|4905|true|2M|2H|0|true||None||1M|1H|3M|3H|4H|0||Engage|Engage||Double Engage|false|false|0|0|4|,[],"['Mid', 'High']","['Mid', 'High', 'Mid', 'High', 'High']",[],0.0,0.0,1687bdd6-b199-4e10-8029-ffa772d44ce6
Blen,qm109,red,2,8016,true,3Lcube,1.0,0.0,None,,,6M|4M|2H|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Blen|qm|109|red|2|8016|true|7Lcube|1|false||||4M|6M|8H|9H|0||Engage|Engage|||false|false|0|0|0|,[],['Low'],"['Mid', 'Mid', 'High']",['High'],0.0,0.0,a8b14852-92ee-419c-a0ae-d207fedcd7ea
sarah,qm11,blue,3,195,true,2Lcube|2M,1.0,1.0,None,None,,1Lcone|1M|1H|2Lcone|3M|3H|4M,1.0,,Engage,Engage,3,,0.0,1.0,0.0,0.0,4.0,,sarah|qm|11|blue|3|195|true|2Lcube|2M|1|true||None||1Lcone|1M|1H|2Lcone|3M|3H|4M|1||Engage|Engage|3||false|true|0|0|4|,[],"['Low', 'Mid']","['Low', 'Mid', 'High', 'Low', 'Mid', 'High', 'Mid']",[],1.0,1.0,ba74ecda-602f-4301-8190-b9cb1663d414
Shashwat,qm11,blue,2,1123,true,8M|8H,0.0,1.0,None,None,,2H|4Lcube|5Lcube|5M|5H|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Shashwat|qm|11|blue|2|1123|true|8M|8H|0|true||None||2H|4Lcube|5Lcube|5M|5H|9H|0||Engage|Engage|||false|false|0|0|4|,[],"['Mid', 'High']",['High'],"['High', 'Low', 'Low', 'Mid', 'High']",1.0,1.0,4babc085-3bd5-45e7-9bd2-03ce1b8589cb
Nikhil,qm11,blue,1,1468,true,4H,0.0,0.0,Engage,Engage,,6Lcone|6M|6H|7M|9M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Nikhil|qm|11|blue|1|1468|true|4H|0|false|Engage|Engage||6Lcone|6M|6H|7M|9M|0||Engage|Engage|||false|false|0|0|5|,['High'],[],"['Low', 'Mid', 'High', 'Mid', 'Mid']",[],1.0,1.0,f9de050a-f48e-44e5-8134-902b932d8d15
alexander,qm11,red,3,503,true,2M,0.0,1.0,None,None,,9H|8Lcube|7H|5H|2H,0.0,,Engage,Dock,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|11|red|3|503|true|8M|0|true||None||1H|2Lcube|3H|5H|8H|0||Engage|Dock||Triple Engage|false|false|0|0|4|,[],['Mid'],"['High', 'High']","['Low', 'High', 'High']",1.0,0.0,db60b1ec-f8dc-475c-8fc5-2321b091595b
Sydney,qm11,red,1,3538,true,4H,0.0,1.0,None,None,,8H|6M|6H|4M|3M|3H|1H,0.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,4.0,Slightly reckless driving ,Sydney|qm|11|red|1|3538|true|6H|0|true||None||2H|4M|4H|6M|7M|7H|9H|0||Engage|Engage|4||false|false|0|0|4|Slightly reckless driving ,['High'],[],"['Mid', 'High', 'Mid', 'Mid', 'High', 'High']",['High'],1.0,0.0,e96cf120-3848-4ae6-8d5e-c62a0dab3475
Blen ,qm11,red,2,6657,true,7Lcube,0.0,1.0,None,,,9Lcube|7Lcube|5M,1.0,docked and engaged in the middle of teleop,Engage,Engage,4,docked and engaged at 40 seconds ,0.0,0.0,0.0,0.0,0.0,,Blen |qm|11|red|2|6657|true|3Lcube|0|true||||1Lcube|3Lcube|5M|1|docked and engaged in the middle of teleop|Engage|Engage|4|docked and engaged at 40 seconds |false|false|0|0|0|,[],['Low'],[],"['Low', 'Low', 'Mid']",1.0,0.0,3aa50877-b0e8-423d-851b-104ba09b7b69
Shashwat,qm110,blue,2,1023,true,1M,1.0,1.0,None,None,,2M|3M|4Lcube|4M|5M|6M|7Lcube|7M|9M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Shashwat|qm|110|blue|2|1023|true|1M|1|true||None||2M|3M|4Lcube|4M|5M|6M|7Lcube|7M|9M|0||Engage|Engage|||false|false|0|0|4|,['Mid'],[],"['Mid', 'Mid', 'Mid', 'Mid', 'Mid']","['Mid', 'Low', 'Mid', 'Low']",0.0,0.0,4ea22acc-d303-4165-bc18-92ddd3dc75f7
Nikhil,qm110,blue,1,6606,true,,0.0,1.0,None,None,,8Lcube|8M|8H,1.0,,None,Park,,,0.0,1.0,0.0,0.0,4.0,,Nikhil|qm|110|blue|1|6606|true||0|true||None||8Lcube|8M|8H|1|||Park|||false|true|0|0|4|,[],[],[],"['Low', 'Mid', 'High']",0.0,0.0,cac1774b-f7fe-4bb7-88a8-8e244d2060d2
Suzy,qm110,red,1,3184,true,9H,1.0,0.0,None,None,,8H|7M|6H|4H|3H|2H|1H,0.0,,Engage,Engage,11,,0.0,0.0,0.0,0.0,4.0,Very speedy with double substation,Suzy|qm|110|red|1|3184|true|1H|1|false||None||2H|3M|4H|6H|7H|8H|9H|0||Engage|Engage|11||false|false|0|0|4|Very speedy with double substation,['High'],[],"['Mid', 'High', 'High', 'High', 'High']","['High', 'High']",1.0,1.0,76701eff-48b5-4541-a94b-1f26265f0cc9
Blen,qm110,red,2,5172,true,,0.0,0.0,None,,,9M|7H|6Lcone|5H|4M,2.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Blen|qm|110|red|2|5172|true||0|false||||1M|3H|4Lcone|5H|6M|2||Engage|Engage|||false|false|0|0|0|,[],[],"['Mid', 'High', 'Low', 'Mid']",['High'],1.0,1.0,5b3a4c32-e6d3-405f-9b44-8b24640c5f6e
darren,qm110,red,3,8847,true,2M,0.0,1.0,None,,,8M|5Lcube|4Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|110|red|3|8847|true|8M|0|true||||2M|5Lcube|6Lcube|1||Engage|Engage|||false|false|0|0|4|,[],['Mid'],[],"['Mid', 'Low', 'Low']",1.0,1.0,25fc0358-bd61-49be-b149-04bbf3315cf3
Shashwat,qm111,blue,2,177,false,1Lcone|2Lcube,1.0,1.0,None,None,,3H|4M|5M|6M|6H|8Lcube|9Lcube,1.0,,None,None,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|111|blue|2|177|false|1Lcone|2Lcube|1|true||None||3H|4M|5M|6M|6H|8Lcube|9Lcube|1|||None|||false|false|0|0|0|,['Low'],['Low'],"['High', 'Mid', 'Mid', 'High']","['Mid', 'Low', 'Low']",0.0,0.0,0981e434-7d13-40fb-b827-4111a94c3e5f
Nikhil,qm111,blue,1,1629,true,5H,0.0,1.0,Engage,Engage,,7M|7H|9H,0.0,Started bugging a bit at 40 seconds left in match,Engage,None,,,0.0,0.0,0.0,0.0,4.0,,Nikhil|qm|111|blue|1|1629|true|5H|0|true|Engage|Engage||7M|7H|9H|0|Started bugging a bit at 40 seconds left in match|Engage|None|||false|false|0|0|4|,[],['High'],"['Mid', 'High', 'High']",[],0.0,0.0,2d9a7675-d383-4049-aa3d-8f4d1ed2e971
Rachel,qm111,blue,3,7617,true,8M|9M,0.0,1.0,None,None,,1M|1H|2M|2H|3Lcube|3M|3H,0.0,,Engage,Dock,4,,0.0,0.0,0.0,0.0,0.0,,Rachel|qm|111|blue|3|7617|true|8M|9M|0|true||None||1M|1H|2M|2H|3Lcube|3M|3H|0||Engage|Dock|4||false|false|0|0|0|,['Mid'],['Mid'],"['Mid', 'High', 'Mid', 'High']","['Mid', 'High', 'Low']",0.0,0.0,3fd554f5-73fa-400c-8ef1-70dea0a8baa6
Chris,qm111,red,1,5553,true,,1.0,1.0,None,,,9H|8H|3H,1.0,,Engage,Engage,15,,0.0,0.0,0.0,0.0,0.0,,Chris|qm|111|red|1|5553|true||1|true||||1H|2H|7H|1||Engage|Engage|15||false|false|0|0|0|,[],[],"['High', 'High']",['High'],0.0,0.0,d21db597-44e8-435a-8949-cea49f58a373
Blen,qm111,red,2,7428,true,5H,0.0,0.0,Engage,Engage,,9M|7M|6M|1M,0.0,struggled to intake cones from double substation ,None,Park,,,0.0,0.0,0.0,0.0,2.0,,Blen|qm|111|red|1|7428|true|5H|0|false|Engage|Engage||1M|3M|4M|9M|0|struggled to intake cones from double substation ||Park|||false|false|0|0|2|,[],['High'],"['Mid', 'Mid', 'Mid', 'Mid']",[],0.0,0.0,36068154-08b7-4bce-94a7-9138b27fa4ff
alexander,qm111,red,3,8808,true,2M,0.0,1.0,None,None,,8Lcube|8M|6Lcube|5M|2H,0.0,,Engage,Engage,,Double engage,0.0,0.0,0.0,0.0,4.0,Gave space for teammates,alexander|qm|111|red|3|8808|true|8M|0|true||None||2Lcube|2M|4Lcube|5M|8H|0||Engage|Engage||Double engage|false|false|0|0|4|Gave space for teammates,[],['Mid'],[],"['Low', 'Mid', 'Low', 'Mid', 'High']",0.0,0.0,c772d200-69e8-4781-bf36-3024e7efdc6e
Shashwat,qm112,blue,2,2960,true,5H,0.0,1.0,Engage,Engage,,,0.0,,Engage,Dock,,,0.0,0.0,100.0,1.0,0.0,,Shashwat|qm|112|blue|2|2960|true|5H|0|true|Engage|Engage|||0||Engage|Dock|||false|false|100|1|0|,[],['High'],[],[],1.0,0.0,42c713a1-f679-4966-876a-c1e09bc15687
Rachel,qm112,blue,3,5274,true,2M,0.0,1.0,None,None,,1M|3M|4M|6M,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,,Rachel|qm|112|blue|3|5274|true|2M|0|true||None||1M|3M|4M|6M|0||Engage|Dock|||false|false|0|0|0|,[],['Mid'],"['Mid', 'Mid', 'Mid', 'Mid']",[],1.0,0.0,968b12ec-7bd1-44a5-9379-073ef2000a91
Nikhil,qm112,blue,1,5990,true,9H,0.0,1.0,None,None,Missed grabbing cube,1H|4H|5M|6H|7H|8M|8H,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,5.0,,Nikhil|qm|112|blue|1|5990|true|9H|0|true||None|Missed grabbing cube|1H|4H|5M|6H|7H|8M|8H|0||Engage|Dock|||false|false|0|0|5|,['High'],[],"['High', 'High', 'High', 'High']","['Mid', 'Mid', 'High']",1.0,0.0,550adb26-1bc8-453f-8173-f8388a39beb4
alexander,qm112,red,3,1836,true,5Lcube,0.0,1.0,Engage,Engage,,9Lcube|8Lcube|7Lcube|6Lcube,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,0.0,,alexander|qm|112|red|3|1836|true|5Lcube|0|true|Engage|Engage||1Lcube|2Lcube|3Lcube|4Lcube|0||Engage|Engage||Triple Engage|false|false|0|0|0|,[],['Low'],[],"['Low', 'Low', 'Low', 'Low']",1.0,1.0,7855dee7-5c0b-42ed-a38e-0d7b6b1e98a9
Blen,qm112,red,2,2992,true,9H|8H,0.0,1.0,None,,,9H|7Lcone|7H|6Lcube|6H|5H|5H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|112|red|2|2992|true|1H|2H|0|true||||1H|3Lcone|3H|4Lcube|4H|5H|5H|0||Engage|Engage|||false|false|0|0|4|,['High'],['High'],"['High', 'Low', 'High', 'High']","['Low', 'High', 'High']",1.0,1.0,0913b3b0-2bfd-4ea4-88e4-10ee3e9ba0b8
Chris,qm112,red,1,4099,true,1H,0.0,1.0,None,,,4H|3H|2Lcube|2M|1Lcone|1M|2H,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,5.0,,Chris|qm|112|red|1|4099|true|8H|9M|9M|9H|0|true||||6H|7H|8Lcube|8M|9Lcone|9M|0||Engage|Engage|5||false|false|0|0|5|,['High'],[],"['High', 'High', 'Low', 'Mid']","['Low', 'Mid', 'High']",1.0,1.0,74362f33-a1ec-43e9-9470-7564dbb50cf4
Nikhil,qm113,blue,1,1466,true,5H,0.0,1.0,Engage,Engage,,5M|6M|7M|9M|9M,0.0,,Engage,Engage,,,0.0,0.0,60.0,0.0,3.0,,Nikhil|qm|113|blue|1|1466|true|5H|0|true|Engage|Engage||5M|6M|7M|9M|9M|0||Engage|Engage|||false|false|60|0|3|,[],['High'],"['Mid', 'Mid', 'Mid', 'Mid']",['Mid'],1.0,1.0,f442f9d8-8ea8-4cac-99ba-4a6085a41829
Shashwat,qm113,blue,2,3161,false,9M,0.0,0.0,None,,,5M|8M,0.0,,Engage,Engage,,,0.0,0.0,100.0,2.0,0.0,,Shashwat|qm|113|blue|2|3161|false|9M|0|false||||5M|8M|0||Engage|Engage|||false|false|100|2|0|,['Mid'],[],[],"['Mid', 'Mid']",1.0,1.0,a19c1c53-99fa-4780-a7c1-9f6b98662399
Rachel,qm113,blue,3,5665,true,2H,0.0,1.0,None,None,,1H|3H|4H|6H|7H,0.0,,Engage,Engage,3,,0.0,0.0,0.0,0.0,3.0,,Rachel|qm|113|blue|3|5665|true|2H|0|true||None||1H|3H|4H|6H|7H|0||Engage|Engage|3||false|false|0|0|3|,[],['High'],"['High', 'High', 'High', 'High', 'High']",[],1.0,1.0,3d57a200-465c-4881-b264-6de775ff40a9
Blen S,qm113,red,2,900,true,4H,0.0,1.0,Engage,Engage,,9M|8Lcube|7Lcube|6Lcone|6H|5Lcube|5H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Blen S|qm|113|red|2|900|true|6H|0|true|Engage|Engage||1M|2Lcube|3Lcube|4Lcone|4H|5Lcube|5H|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Mid', 'Low', 'High']","['Low', 'Low', 'Low', 'High']",1.0,1.0,03d492e5-67a3-4b12-9e69-c31b6b78e681
alexander,qm113,red,3,1123,true,9Lcone|8M|8H,0.0,1.0,None,None,,9H|7Lcone|7M|7H|5Lcube|4Lcube,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander||113|red|3|1123|true|1Lcone|2M|2H|0|true||None||1H|3Lcone|3M|3H|5Lcube|6Lcube|0||Engage|Engage||Triple Engage|false|false|0|0|4|,['Low'],"['Mid', 'High']","['High', 'Low', 'Mid', 'High']","['Low', 'Low']",1.0,1.0,209f0936-d97e-4a3c-883c-f45b07d51f3c
sarah,qm113,red,1,4112,true,1H,0.0,1.0,None,None,,3Lcube|3H|2Lcube|2H|1Lcube,0.0,,Engage,Engage,8,,0.0,0.0,0.0,0.0,4.0,,sarah|qm|113|red|1|4112|true|9H|0|true||None||7Lcube|7H|8Lcube|8H|9Lcube|0||Engage|Engage|8||false|false|0|0|4|,['High'],[],['High'],"['Low', 'Low', 'High', 'Low']",1.0,1.0,320df18e-165e-4cf1-a1bb-078450d8664d
Shashwat,qm114,blue,2,11,false,7H|8H,0.0,0.0,None,None,,2Lcube|3Lcone|3H|5Lcube|6Lcone|9Lcube|9H,0.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|114|blue|2|11|false|7H|8H|0|false||None||2Lcube|3Lcone|3H|5Lcube|6Lcone|9Lcube|9H|0|||Park|||false|false|0|0|0|,['High'],['High'],"['Low', 'High', 'Low', 'High']","['Low', 'Low', 'Low']",0.0,0.0,c7a270b7-77ce-4d5c-95ff-39dbb76bdf56
Rachel,qm114,blue,3,857,true,1H,0.0,1.0,None,None,,1M|2M|2H|3M|3H|4M|4H,0.0,,Engage,Engage,2,,0.0,0.0,0.0,0.0,4.0,,Rachel|qm|114|blue|3|857|true|1H|0|true||None||1M|2M|2H|3M|3H|4M|4H|0||Engage|Engage|2||false|false|0|0|4|,['High'],[],"['Mid', 'Mid', 'High', 'Mid', 'High']","['Mid', 'High']",0.0,0.0,a8cba84f-7c96-4b8e-906d-fed281e886a7
Nikhil,qm114,blue,1,4329,true,5H,0.0,1.0,Engage,Engage,,3M|4M|7M|8M|9Lcone|9M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Nikhil|qm|114|blue|1|4329|true|5H|0|true|Engage|Engage||3M|4M|7M|8M|9Lcone|9M|0||Engage|Engage|||false|false|0|0|5|,[],['High'],"['Mid', 'Mid', 'Mid', 'Low', 'Mid']",['Mid'],0.0,0.0,1043d52f-4b0b-4b2b-8e8d-fbfe78685869
Blen S,qm114,red,2,1501,true,2M|1H,0.0,1.0,None,None,,6M|5Lcube|5H|4H|3M,1.0,,Engage,Park,,,0.0,0.0,0.0,0.0,4.0,,Blen S|qm|114|red|2|1501|true|8M|9H|0|true||None||4M|5Lcube|5H|6H|7M|1||Engage|Park|||false|false|0|0|4|,['High'],['Mid'],"['Mid', 'High', 'Mid']","['Low', 'High']",1.0,0.0,5270b577-5c24-4e0d-a099-96e1d06543fb
sarah,qm114,red,1,1757,true,6H,0.0,1.0,Engage,Dock,,7H|4M|4H|3H|2H|1M,0.0,,Engage,Engage,16,,0.0,0.0,0.0,0.0,3.0,,sarah|qm|114|red|1|1757|true|4H|0|true|Engage|Dock||3H|6M|6H|7H|8H|9M|0||Engage|Engage|16||false|false|0|0|3|,['High'],[],"['High', 'Mid', 'High', 'High', 'Mid']",['High'],1.0,0.0,20be6999-e4be-451b-92c6-c8c02bcd3fa2
alexander,qm114,red,3,9030,true,8H,0.0,1.0,None,None,,8M|5M,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,2.0,,alexander|qm|114|red|3|9030|true|2H|0|true||None||2M|5M|0||Engage|Engage|||false|true|0|0|2|,[],['High'],[],"['Mid', 'Mid']",1.0,0.0,95283f5a-8607-4190-8e7f-79e9b1c26040
Nikhil,qm115,blue,1,1156,true,1M,0.0,0.0,None,,,2M|5M|7M|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,,Nikhil|qm|115|blue|1|1156|true|1M|0|false||||2M|5M|7M|8M|0||Engage|Engage|||false|false|0|0|3|,['Mid'],[],['Mid'],"['Mid', 'Mid', 'Mid']",0.0,0.0,f4a6e735-d1da-4113-b8a8-bd0c56632d2a
Aanshi,qm115,blue,2,1816,true,6H,0.0,1.0,None,Engage,,4H|5H|6M|8Lcube,0.0,,None,None,,,1.0,1.0,0.0,0.0,2.0,,Aanshi|qm|115|blue|2|1816|true|6H|0|true||Engage||4H|5H|6M|8Lcube|0|||None|||true|true|0|0|2|,['High'],[],"['High', 'Mid']","['High', 'Low']",0.0,0.0,0f712138-e405-4c83-a1e4-f4c37d233b0e
Rachel,qm115,blue,3,4419,true,9H,0.0,1.0,None,None,,1M|1H|2Lcube|3M|4M,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,5.0,,Rachel|qm|115|blue|3|4419|true|9H|0|true||None||1M|1H|2Lcube|3M|4M|0||Engage|Engage|5||false|false|0|0|5|,['High'],[],"['Mid', 'High', 'Mid', 'Mid']",['Low'],0.0,0.0,00598575-8a1d-44e3-8c71-2c2dff0e9428
Blen,qm115,red,2,3932,true,2H,0.0,0.0,None,,,8Lcone|5M|4H|3M|3H|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Blen|qm|115|red|2|3932|true|8H|0|false||||2Lcone|5M|6H|7M|7H|8M|0||Engage|Engage|||false|false|0|0|0|,[],['High'],"['Low', 'High', 'Mid', 'High']","['Mid', 'Mid']",1.0,1.0,0e6d5a4f-0b04-4630-b21c-1fd6387fddce
